"Project Name","URL","ML libraries","Number of Contributors","Number of Stars"
"vita-epfl/monoloco","https://github.com/vita-epfl/monoloco.git","torch","3","147"
"ConnorJL/GPT2","https://github.com/ConnorJL/GPT2.git","tensorflow","3","1152"
"google-research/tensor2robot","https://github.com/google-research/tensor2robot.git","tensorflow","8","292"
"nnzhan/Graph-WaveNet","https://github.com/nnzhan/Graph-WaveNet.git","torch","3","78"
"facebookresearch/dlrm","https://github.com/facebookresearch/dlrm.git","sklearn,torch","11","1986"
"arcelien/pba","https://github.com/arcelien/pba.git","tensorflow","3","408"
"WenjieZ/TSCV","https://github.com/WenjieZ/TSCV.git","sklearn","3","97"
"sigsep/open-unmix-pytorch","https://github.com/sigsep/open-unmix-pytorch.git","sklearn,torch","5","330"
"adobe/antialiased-cnns","https://github.com/adobe/antialiased-cnns.git","torch","3","1047"
"rapidsai/clx","https://github.com/rapidsai/clx.git","sklearn,torch","11","67"
"bamsumit/slayerPytorch","https://github.com/bamsumit/slayerPytorch.git","torch","6","83"
"karfly/learnable-triangulation-pytorch","https://github.com/karfly/learnable-triangulation-pytorch.git","torch","3","544"
"huggingface/naacl_transfer_learning_tutorial","https://github.com/huggingface/naacl_transfer_learning_tutorial.git","torch","3","613"
"jonbarron/robust_loss_pytorch","https://github.com/jonbarron/robust_loss_pytorch.git","torch,tensorflow","3","285"
"microsoft/MSMARCO-Question-Answering","https://github.com/microsoft/MSMARCO-Question-Answering.git","torch","5","75"
"ggeop/Python-ai-assistant","https://github.com/ggeop/Python-ai-assistant.git","sklearn","5","54"
"malllabiisc/WordGCN","https://github.com/malllabiisc/WordGCN.git","tensorflow","5","147"
"HRNet/HRNet-MaskRCNN-Benchmark","https://github.com/HRNet/HRNet-MaskRCNN-Benchmark.git","torch","3","96"
"argoai/argoverse-api","https://github.com/argoai/argoverse-api.git","sklearn","9","227"
"xiaochus/MobileNetV3","https://github.com/xiaochus/MobileNetV3.git","tensorflow,keras","3","121"
"nju-websoft/MultiKE","https://github.com/nju-websoft/MultiKE.git","sklearn,tensorflow","3","56"
"allenai/allentune","https://github.com/allenai/allentune.git","torch","5","85"
"mindsdb/lightwood","https://github.com/mindsdb/lightwood.git","sklearn,torch","6","53"
"guoqiangqi/PFLD","https://github.com/guoqiangqi/PFLD.git","tensorflow","3","298"
"AMinerOpen/prediction_api","https://github.com/AMinerOpen/prediction_api.git","sklearn,tensorflow,torch","3","71"
"TUMFTM/global_racetrajectory_optimization","https://github.com/TUMFTM/global_racetrajectory_optimization.git","sklearn","4","58"
"tencent-alchemy/Alchemy","https://github.com/tencent-alchemy/Alchemy.git","torch","7","61"
"YU1ut/MixMatch-pytorch","https://github.com/YU1ut/MixMatch-pytorch.git","torch","3","190"
"NoamRosenberg/AutoML","https://github.com/NoamRosenberg/AutoML.git","torch","4","174"
"kpe/bert-for-tf2","https://github.com/kpe/bert-for-tf2.git","tensorflow,keras","3","430"
"gbup-group/DIANet","https://github.com/gbup-group/DIANet.git","torch","3","77"
"timesler/facenet-pytorch","https://github.com/timesler/facenet-pytorch.git","torch,tensorflow","5","933"
"tensorpack/dataflow","https://github.com/tensorpack/dataflow.git","sklearn,caffe,tensorflow","16","149"
"mateuszbuda/brain-segmentation-pytorch","https://github.com/mateuszbuda/brain-segmentation-pytorch.git","tensorflow,torch","3","195"
"CorentinJ/Real-Time-Voice-Cloning","https://github.com/CorentinJ/Real-Time-Voice-Cloning.git","sklearn,tensorflow,torch","9","13847"
"microsoft/MASS","https://github.com/microsoft/MASS.git","torch","5","794"
"loeweX/Greedy_InfoMax","https://github.com/loeweX/Greedy_InfoMax.git","sklearn,torch","3","159"
"khurramjaved96/mrcl","https://github.com/khurramjaved96/mrcl.git","torch","3","104"
"rixwew/pytorch-fm","https://github.com/rixwew/pytorch-fm.git","sklearn,torch","3","175"
"thunlp/Chinese_NRE","https://github.com/thunlp/Chinese_NRE.git","sklearn,torch","3","133"
"safwankdb/ReCoNet-PyTorch","https://github.com/safwankdb/ReCoNet-PyTorch.git","torch","3","51"
"TeamSAIDA/SAIDA_RL","https://github.com/TeamSAIDA/SAIDA_RL.git","theano,keras,tensorflow","3","53"
"THUDM/CogQA","https://github.com/THUDM/CogQA.git","torch","4","260"
"didi/delta","https://github.com/didi/delta.git","sklearn,keras,tensorflow","13","1110"
"amansrivastava17/embedding-as-service","https://github.com/amansrivastava17/embedding-as-service.git","tensorflow,keras","8","80"
"tensorflow/text","https://github.com/tensorflow/text.git","tensorflow,keras","23","562"
"lukemelas/EfficientNet-PyTorch","https://github.com/lukemelas/EfficientNet-PyTorch.git","tensorflow,torch","6","3021"
"qubvel/efficientnet","https://github.com/qubvel/efficientnet.git","tensorflow,keras","6","1019"
"alontalmor/MultiQA","https://github.com/alontalmor/MultiQA.git","sklearn,torch","4","90"
"deep-spin/entmax","https://github.com/deep-spin/entmax.git","torch","3","114"
"facebookresearch/TreeNLG","https://github.com/facebookresearch/TreeNLG.git","torch","3","67"
"yaohungt/Multimodal-Transformer","https://github.com/yaohungt/Multimodal-Transformer.git","sklearn,torch","3","136"
"titu1994/keras-efficientnets","https://github.com/titu1994/keras-efficientnets.git","sklearn,tensorflow,keras","4","156"
"microsoft/anomalydetector","https://github.com/microsoft/anomalydetector.git","sklearn,torch","6","61"
"thunlp/DocRED","https://github.com/thunlp/DocRED.git","sklearn,torch","3","213"
"google-research/football","https://github.com/google-research/football.git","tensorflow","11","1899"
"digantamisra98/Echo","https://github.com/digantamisra98/Echo.git","keras,tensorflow,torch","4","76"
"MILVLG/mcan-vqa","https://github.com/MILVLG/mcan-vqa.git","torch","3","146"
"grey-eye/talking-heads","https://github.com/grey-eye/talking-heads.git","torch","3","390"
"MichiganCOG/ViP","https://github.com/MichiganCOG/ViP.git","torch","4","138"
"sacmehta/EdgeNets","https://github.com/sacmehta/EdgeNets.git","torch","3","211"
"produvia/ai-platform","https://github.com/produvia/ai-platform.git","sklearn,torch,keras,tensorflow","12","52"
"allegroai/trains","https://github.com/allegroai/trains.git","sklearn,torch,tensorflow,keras","8","1236"
"AutoViML/Auto_ViML","https://github.com/AutoViML/Auto_ViML.git","sklearn,tensorflow","4","102"
"bayesiains/nsf","https://github.com/bayesiains/nsf.git","torch","3","105"
"microsoft/icecaps","https://github.com/microsoft/icecaps.git","tensorflow","4","205"
"facebookresearch/pycls","https://github.com/facebookresearch/pycls.git","torch","3","557"
"PaddlePaddle/PGL","https://github.com/PaddlePaddle/PGL.git","sklearn","5","151"
"elastic/eland","https://github.com/elastic/eland.git","sklearn","9","51"
"vchoutas/smplify-x","https://github.com/vchoutas/smplify-x.git","torch","5","463"
"natashamjaques/neural_chat","https://github.com/natashamjaques/neural_chat.git","sklearn,tensorflow,torch","3","90"
"microsoft/RepPoints","https://github.com/microsoft/RepPoints.git","torch","5","414"
"PeterWang512/FALdetector","https://github.com/PeterWang512/FALdetector.git","sklearn,torch","3","830"
"open-mmlab/mmaction","https://github.com/open-mmlab/mmaction.git","sklearn,torch","14","1138"
"waymo-research/waymo-open-dataset","https://github.com/waymo-research/waymo-open-dataset.git","tensorflow","8","1000"
"alison-carrera/onn","https://github.com/alison-carrera/onn.git","torch","3","54"
"facebookresearch/craftassist","https://github.com/facebookresearch/craftassist.git","sklearn,torch","5","460"
"mit-han-lab/haq","https://github.com/mit-han-lab/haq.git","sklearn,torch","3","159"
"microsoft/dstc8-meta-dialog","https://github.com/microsoft/dstc8-meta-dialog.git","torch","4","57"
"NVIDIA/semantic-segmentation","https://github.com/NVIDIA/semantic-segmentation.git","torch","3","441"
"aws-samples/d-SNE","https://github.com/aws-samples/d-SNE.git","sklearn","4","51"
"AI-DI/Brancher","https://github.com/AI-DI/Brancher.git","sklearn,torch","9","187"
"mit-han-lab/amc","https://github.com/mit-han-lab/amc.git","sklearn,torch","3","205"
"dragen1860/Deep-Learning-with-TensorFlow-book","https://github.com/dragen1860/Deep-Learning-with-TensorFlow-book.git","tensorflow,keras,torch","5","6062"
"alibaba/flink-ai-extended","https://github.com/alibaba/flink-ai-extended.git","torch,tensorflow","3","227"
"NTMC-Community/MatchZoo-py","https://github.com/NTMC-Community/MatchZoo-py.git","torch","9","164"
"IBM/differential-privacy-library","https://github.com/IBM/differential-privacy-library.git","sklearn","6","181"
"NVlabs/SCOPS","https://github.com/NVlabs/SCOPS.git","sklearn,torch","3","136"
"facebookresearch/phyre","https://github.com/facebookresearch/phyre.git","torch","4","300"
"google-research/uda","https://github.com/google-research/uda.git","tensorflow","5","1049"
"heartexlabs/label-studio","https://github.com/heartexlabs/label-studio.git","sklearn,torch","18","2979"
"songlab-cal/tape-neurips2019","https://github.com/songlab-cal/tape-neurips2019.git","sklearn,tensorflow,keras","6","93"
"zihangdai/xlnet","https://github.com/zihangdai/xlnet.git","sklearn,tensorflow","10","4921"
"leggedrobotics/raisimGym","https://github.com/leggedrobotics/raisimGym.git","tensorflow","5","101"
"GothicAi/Instaboost","https://github.com/GothicAi/Instaboost.git","sklearn,torch","5","330"
"nerox8664/onnx2keras","https://github.com/nerox8664/onnx2keras.git","torch,keras,tensorflow","10","56"
"dglai/KDD-2019-Hands-on","https://github.com/dglai/KDD-2019-Hands-on.git","torch","5","141"
"martiansideofthemoon/squash-generation","https://github.com/martiansideofthemoon/squash-generation.git","sklearn,torch,tensorflow","5","66"
"BUPTDM/OpenHINE","https://github.com/BUPTDM/OpenHINE.git","sklearn,torch,keras,tensorflow","3","52"
"alexandrainst/danlp","https://github.com/alexandrainst/danlp.git","torch,keras","6","64"
"ai-starthon/AI_Starthon2019","https://github.com/ai-starthon/AI_Starthon2019.git","sklearn,torch,tensorflow,keras","4","56"
"intel-isl/MiDaS","https://github.com/intel-isl/MiDaS.git","torch","3","126"
"IssamLaradji/sls","https://github.com/IssamLaradji/sls.git","sklearn,torch","3","83"
"awslabs/adatune","https://github.com/awslabs/adatune.git","torch","3","55"
"suinleelab/attributionpriors","https://github.com/suinleelab/attributionpriors.git","torch,tensorflow","3","61"
"ChrisTheCoolHut/Firmware_Slap","https://github.com/ChrisTheCoolHut/Firmware_Slap.git","sklearn","7","348"
"bytedance/byteps","https://github.com/bytedance/byteps.git","torch,keras,tensorflow","11","2103"
"dickreuter/neuron_poker","https://github.com/dickreuter/neuron_poker.git","tensorflow,keras","5","123"
"fizyr/tf-retinanet","https://github.com/fizyr/tf-retinanet.git","tensorflow","4","64"
"paperswithcode/axcell","https://github.com/paperswithcode/axcell.git","sklearn,torch","4","207"
"google-research/tf-slim","https://github.com/google-research/tf-slim.git","sklearn,keras,tensorflow","5","58"
"facebookresearch/FixRes","https://github.com/facebookresearch/FixRes.git","torch","3","468"
"TomG008/SkyNet","https://github.com/TomG008/SkyNet.git","torch","3","56"
"taki0112/StyleGAN-Tensorflow","https://github.com/taki0112/StyleGAN-Tensorflow.git","tensorflow","3","166"
"svip-lab/impersonator","https://github.com/svip-lab/impersonator.git","torch","5","1236"
"vincent-thevenin/Realistic-Neural-Talking-Head-Models","https://github.com/vincent-thevenin/Realistic-Neural-Talking-Head-Models.git","torch","3","395"
"retentioneering/retentioneering-tools","https://github.com/retentioneering/retentioneering-tools.git","sklearn","6","114"
"papermsucode/advhat","https://github.com/papermsucode/advhat.git","sklearn,tensorflow","4","228"
"PacktPublishing/Deep-Reinforcement-Learning-Hands-On-Second-Edition","https://github.com/PacktPublishing/Deep-Reinforcement-Learning-Hands-On-Second-Edition.git","torch","4","171"
"MILVLG/openvqa","https://github.com/MILVLG/openvqa.git","torch","6","104"
"Res2Net/Res2Net-PretrainedModels","https://github.com/Res2Net/Res2Net-PretrainedModels.git","torch","3","482"
"Tencent/NeuralNLP-NeuralClassifier","https://github.com/Tencent/NeuralNLP-NeuralClassifier.git","torch","5","605"
"zh-plus/video-to-pose3D","https://github.com/zh-plus/video-to-pose3D.git","torch,caffe,tensorflow","3","355"
"ElementAI/HighRes-net","https://github.com/ElementAI/HighRes-net.git","sklearn,torch","5","169"
"zurutech/ashpy","https://github.com/zurutech/ashpy.git","tensorflow,keras","5","77"
"De1ta-team/De1CTF2019","https://github.com/De1ta-team/De1CTF2019.git","keras","4","88"
"gnes-ai/gnes","https://github.com/gnes-ai/gnes.git","sklearn,torch,tensorflow","9","972"
"zhengyima/DeepNude_NoWatermark_withModel","https://github.com/zhengyima/DeepNude_NoWatermark_withModel.git","torch","3","637"
"jzlianglu/pykaldi2","https://github.com/jzlianglu/pykaldi2.git","torch","3","133"
"uber/causalml","https://github.com/uber/causalml.git","sklearn","12","664"
"pingpong-ai/chatspace","https://github.com/pingpong-ai/chatspace.git","sklearn,torch","6","84"
"psnonis/FinBERT","https://github.com/psnonis/FinBERT.git","tensorflow","3","104"
"google/brain-tokyo-workshop","https://github.com/google/brain-tokyo-workshop.git","sklearn,tensorflow","4","670"
"risenW/datasist","https://github.com/risenW/datasist.git","sklearn","11","87"
"aws-samples/eks-workshop-greater-china","https://github.com/aws-samples/eks-workshop-greater-china.git","tensorflow","9","56"
"IBM/AIX360","https://github.com/IBM/AIX360.git","sklearn,torch,keras,tensorflow","14","506"
"apachecn/nlp-pytorch-zh","https://github.com/apachecn/nlp-pytorch-zh.git","sklearn,tensorflow,keras,torch","3","309"
"nv-tlabs/GSCNN","https://github.com/nv-tlabs/GSCNN.git","torch","3","543"
"andi611/Mockingjay-Speech-Representation","https://github.com/andi611/Mockingjay-Speech-Representation.git","torch","5","56"
"sicara/tf-explain","https://github.com/sicara/tf-explain.git","tensorflow,keras","9","568"
"man-group/dtale","https://github.com/man-group/dtale.git","sklearn","6","1072"
"snorkel-team/snorkel-tutorials","https://github.com/snorkel-team/snorkel-tutorials.git","sklearn,keras,tensorflow,torch","11","90"
"deepset-ai/FARM","https://github.com/deepset-ai/FARM.git","sklearn,torch","15","644"
"AutoViML/AutoViz","https://github.com/AutoViML/AutoViz.git","sklearn","7","79"
"ShannonAI/Entity-Relation-As-Multi-Turn-QA","https://github.com/ShannonAI/Entity-Relation-As-Multi-Turn-QA.git","torch","3","64"
"MateLabs/AutoOut","https://github.com/MateLabs/AutoOut.git","sklearn","3","97"
"few-shot-learning/Keras-FewShotLearning","https://github.com/few-shot-learning/Keras-FewShotLearning.git","tensorflow,keras","4","52"
"qsyao/cudaBERT","https://github.com/qsyao/cudaBERT.git","tensorflow,torch","3","54"
"VCL3D/DeepDepthDenoising","https://github.com/VCL3D/DeepDepthDenoising.git","torch","4","59"
"LinXueyuanStdio/LaTeX_OCR_PRO","https://github.com/LinXueyuanStdio/LaTeX_OCR_PRO.git","torch,tensorflow","4","234"
"yqyao/FCOS_PLUS","https://github.com/yqyao/FCOS_PLUS.git","torch","64","169"
"deepmind/open_spiel","https://github.com/deepmind/open_spiel.git","tensorflow","40","2194"
"deepmind/mc_gradients","https://github.com/deepmind/mc_gradients.git","sklearn,tensorflow","4","74"
"lyft/nuscenes-devkit","https://github.com/lyft/nuscenes-devkit.git","sklearn","10","262"
"YonghaoHe/A-Light-and-Fast-Face-Detector-for-Edge-Devices","https://github.com/YonghaoHe/A-Light-and-Fast-Face-Detector-for-Edge-Devices.git","caffe","3","795"
"microsoft/unilm","https://github.com/microsoft/unilm.git","torch","9","826"
"deepopinion/domain-adapted-atsc","https://github.com/deepopinion/domain-adapted-atsc.git","sklearn,torch","3","51"
"UKPLab/sentence-transformers","https://github.com/UKPLab/sentence-transformers.git","sklearn,torch","9","880"
"google/tf-quant-finance","https://github.com/google/tf-quant-finance.git","tensorflow","18","964"
"MrGiovanni/ModelsGenesis","https://github.com/MrGiovanni/ModelsGenesis.git","sklearn,torch,keras,tensorflow","5","271"
"paperswithcode/torchbench","https://github.com/paperswithcode/torchbench.git","torch","3","89"
"taki0112/UGATIT","https://github.com/taki0112/UGATIT.git","tensorflow","3","4425"
"sinhasam/vaal","https://github.com/sinhasam/vaal.git","sklearn,torch","3","94"
"tensorlayer/RLzoo","https://github.com/tensorlayer/RLzoo.git","tensorflow","4","179"
"explosion/spacy-transformers","https://github.com/explosion/spacy-transformers.git","sklearn,torch","13","565"
"dreamnettech/dreampower","https://github.com/dreamnettech/dreampower.git","torch","9","113"
"awslabs/autogluon","https://github.com/awslabs/autogluon.git","sklearn,torch","24","2116"
"asappresearch/flambe","https://github.com/asappresearch/flambe.git","sklearn,torch","19","190"
"rapidsai/cuspatial","https://github.com/rapidsai/cuspatial.git","sklearn","16","94"
"adobe-research/deft_corpus","https://github.com/adobe-research/deft_corpus.git","sklearn","3","55"
"negrinho/deep_architect","https://github.com/negrinho/deep_architect.git","sklearn,keras,tensorflow,torch","5","91"
"LiyuanLucasLiu/RAdam","https://github.com/LiyuanLucasLiu/RAdam.git","torch","10","1949"
"microsoft/seismic-deeplearning","https://github.com/microsoft/seismic-deeplearning.git","sklearn,tensorflow,torch","11","82"
